id,rating,note,user
1253952,4.0,"Opened two bottles,  both fresh exuberant. Cinnamon, pepper and leather notes ",Joao Santos
1253952,3.5,Woody and some spicy flavour with some complexity ,Julyan
1584853,4.0,A big improvement with regards to last year. But the 93 rating given by W.E. seems rather excessive. ,Jose Santos
1584853,3.5,"Medium purple  Syrah, Trincadeira, Touriga blend. Nose is a bit muted. Blackberry. Slight smoke, mocha, pepper. Mouthdrying tannins, acidity. 14.5% alcohol.  A heavy hitter. A bit rough around the edges but pretty good for $20.",Adrian Wu
1584853,4.0,"This wine was made from grape varieties Aragonez (50%), Syrah (40%) e Touriga Nacional (10%). It is full bodied, fresh and soft on the palate, and meant to be enjoyed with good food. 🍷🍷🍷🇵🇹",Antonino Scribellito
1584853,3.5,Full body with fresh and intense flavours,Mk Klx
1584853,4.0,"Fruity, dense and very tasty!",Shamsh Haddade
1584853,4.0,Very pleasant with bbq beef,Gopherfan2014
1584853,4.0,Deserve 4 stars for sure! Cheers!,Alfredo França
1584853,4.0,Labour day!!! Yeah,Marcelo Fabricio
1584853,4.0,Value play! Fruit forward berg!! ,Chris Caruso
1584853,4.0,"Ripe red fruit, chocolate , leather, bacon, fat , extra .5 for QPR, 14.5%, exceptional value.",Sidnei Castro
1584853,4.0,Wine Enthusiast 91 pts,Luiz Henrique Amaral
1584853,3.5,"72/100 overall Very nice Alentejano Red, bold and balanced with strong tannins and a very long ending. Full bodied with a nice QpR.",Stefan M.
1584853,3.5,A nice ‘every day’ dinner wine 👍🏼 ,Elvis Dries
1584853,4.0,"Ya this is a lovely wine, full bodied and packs a punch. Deep colour and fresh. ",Gary Corcoran
1584853,3.5,Segue bom. Mais frutado que as safras anteriores,André
2601224,4.0,Casa do Lado Lombada,João Pita
2601224,3.0,"Start off complex, but leaves a bit to be desired. Oak and leather at the nose, medium body with a peppery, crisp finish. Some bitter undertones. ",Mario Cardoso
2601224,3.5,"Young, dry and with a woody (not oak)/ fig finish. Very pleasant. ",Ian Harper
2601224,3.5,"Very peppery and intense aromas of black currant oak and licorice. Short to medium finish, maybe should have decanted longer but I don’t think the price here is right. Ok for lunch. ",Tobias Steber
2601224,3.5,fig blackcurrant vanilla coffee ,Hirman Olha
2601224,3.5,Pepper and vanilla with some acidity. ,Sergio Cunha
2601224,4.5,Nectar from the best grapes,AD
2601224,3.5,Nice nose. Dark fruit and red fruit. A bit short.,Per Eugen K
2601224,4.0,This is better after breathing for at least 30 minutes and being slightly chilled. The plum and blackcurrant tastes come together fondly ,David Lago
2601224,4.0,"Quite complex wine, starting with earthy and leather notes, later on turning into coffee and oak. Full body, strong tannins, long lasting aftertaste with liquorice touch",Andrey Karakashev
2601224,3.5,"Crisp enough but still relatively young, imagine it will become a little more complex over time but reasonably drinkable now (white)",Rory Whelan
2601224,4.0,"Got this as a wedding gift, to open on our fifth anniversary. Two days tardy, we had this with beef stew. Rich nose of cherry and vanilla upon opening, which quickly started to give subtle, bell pepper vegetal aromas, typical of older sangiovese (though I know this is Tinto).  On the palate, rich with a good dose of acidity, more pepper notes, with a backbone of bright cherry. Very pleasant wine, if maybe a couple of years past peak.",Christopher Sprague
2601224,2.5,Decent enough but a bit dry & earthy for my taste.,Dermot Wickham
2601224,3.5,An intense ruby colour with notes of fig and prune which give way to vanilla and coffe from the 2 year oak barrell ageing.,Lovejoy
2601224,3.0,Dry red. Light. Moderately acidic. Berries on the nose. Eminently drinkable. ,David Taylor
1843934,3.0,"The name of this wine means ""few clothing"" or ""scantily dressed"" ... at 14% there is a strong blast off the wine at first sup. Strong Oak nose notes. Hints of cherry on the palate and overtones of wood which lingers in the mouth afterwards. Not a bad wine and an easy drink. ",Stiofán Ó’Hijjinson
1843934,4.0,Cherry taste fruity sweet lovely wine,Niels Monshouwer
1843934,3.0,"It has the flavours of typical Alentejo wine with some black fruits but also red fruits, but they are very flat and doesn't develop... Not enough body, not enough structure. Considering the price - it is fair",Ido Rosenblum
1843934,3.0,"Alentejano Pouca Roupa Tinto, 2017 vintage, produced by João Portugal Ramos Vinhos, in Estremoz. Blend of Alicante Bouschet, Touriga Nacional, Alfrocheiro with a pretty funny name, simple and easygoing, ok everyday red. Medium ruby, nose of ripe cherry, blackberry, redcurrant, cassis and mixed pepper. Medium body, dry to off-dry, flat palate on red fruit and currants, soft tannins, medium acidity, decent balance, medium spicy finish.",Guss Dias
1843934,3.5,Light dry superb quality price ,Paulo Afonso
1843934,3.5,"Meio encorpado, tanino medio, sem final agressivo",Sergio Martins
1843934,4.0,Great red blend wine from Alentejo.  Cherry color and high alcohol rate (14%)!  Good cost effective ,Hugo Araújo
1843934,3.0,Simple fruity wine. Pleasant. ,Kevin Moore
1843934,3.5,Drinkable. Much better when airated.,Alexey Shemanov
1843934,3.0,"Light, nice with red meat",Solange Vasconcelos
1843934,3.0,Good glugger. Recommended at a decent price. ,Arthur Hooper
1843934,3.5,"Surprisingly smooth if a touch thin but with good legs, very drinkable ",Chris Simpson
1843934,3.0,Quite deep on the nose but a bit lighter to taste. Good chunk of fruit and a mouthy finish. Easy drinker. ,Jonathan A D Hewitt
1843934,2.5,"Very acidic at start, good for red meat, but to be well aired. It goes nice with sweets too. Pleasant wine for its price range. ",Ana Moldovan
1843934,4.0,Great wine for it’s price range!,A J
1843934,4.0,"Bold, full body, polished tannins, after taste calls attention, I liked it! Cheers! ",Alfredo França
1843934,3.5,"🇵🇹 Vinho alentejano, feito uvas das castas Touriga Nacional, Alicante Bouschet e Alfrocheiro. Vinho interessante.  🇬🇧 Wine from Alentejo. This wine has an unusual name: Pouca Roupa (few clothes), the name of the estate where the grapes come from. Interesting wine.",Luciano Viegas
1843934,3.5,"My last one from the trip to Portugal, on the TAP flight home ✈️. Complementary snacks and drinks are getting very rare on short haul flights so I really appreciate this one. Funny name too, too shy to say what it means 😉☺️. There’s some Alfrocheiro in this blend and I swear I can find it back in the herbal nose with clove, black cherry and rhubarb. In the palate very red fruit driven, especially red cherry but also black cherry, very tart acidity and OK tannines. 3.3",Frederic Knockaert
1843934,3.5,Confraria in vino veritas Recife ,Adilis Fonte
1843934,3.5,Red fruits like cherry. balsamic notes,Rui Nogueira
1843934,3.0,Not the most complex wine but nice cherry flavours. Better on the second sip. For some reason scans as the white. ,Oli James
1843934,3.0,Good value for money ... ,Executive
1843934,2.5,Dry and fruity good for a weekday pasta,Graham Newlyn
1843934,3.5,"The classic Alicante Bouschet across Portugal, revealing. Fruits aroma of cherry, blackberries and cassis, very smooth",Valeri Crudu
1843934,3.5,Fantastic. Very soft tanins and long lasting on the palate. Easy to drink with dark red colours.  Note: Drink the 1.5L bottle. The Normal one isn’t as good. ,Ary Dias
1843934,4.0,Portugal degustation #4. Fresh red fruits and mild tannins. Really reminiscent of easy-going pinot noir or gamay. Well received at lunch with pasta al pomodoro with burrata. ,Sean K
1843934,5.0,Fair and perfect ,Andre Nascimento
1843934,3.5,"The nose of this one is fantastic! Big floral violet notes with a nice red fruit, cherry like. Tannins and little spice are present.",Simon Veilleux
1843934,4.0,Medium body. Cherry and strawberries in balance with vanilla and chocolate. Very good one !,Marcus Amaral
1843934,3.5,In Portugal even economy wines are delicious. Most underrated wine country ever!,Massimo D'Andrea
5540999,4.5,"Full body, fruity wine - bought in Porto for 10 eur",Dan Szm
5540999,4.0,Full bodied.  Cherries.  Smooth. ,Kim Campbell
5540999,4.0,Best white I've had while on this trip to Madeira,Brad Campos
5540999,5.0,"Silk, pure silk down the throat ",William Dorgan
5540999,5.0,"A little complex, very enjoyable  ",Jocelyn Ferreira
5540999,4.0,"Very complex, intense red wine. A taste of dark fruits and wood. It would pair good with some red meat or some cheese.",Christina da Silva
5540999,3.0,"Bittersweet chocolate, cinnamon, red fruits. ",Mário Teixeira
5540999,4.0,Light but fruity.,João
1221513,3.5,"Pale lemon with medium aromas of pear, white blossom. Dry high acid, medium+ body and alcohol. Flavours of lemon and pear. Medium+ finish.",Ian Cranston
1221513,3.5,"Minerals, slight acidity and dry white wine. Perfect for summer and unbeatable price/quality. This is our house wine in Portugal.",Sander H
1221513,3.5,"Exotic, bit of Peach and melon",Fredrik Verboven
1221513,3.0,Has the bitterness of citrus fruits like lemon and lime. Probably more for the summer than a stormy December evening by the fire. Grand wine ,Declan Carroll
1221513,3.0,"Our corporate summer party was catered with this one. I wouldn’t have reviewed except I wanted all of you to see that amazing price tag.  Quaffable enough actually ! Nutty, stone fruit. Would take this in a second over a lot of new world industrial swill. ",Keith Campbell
1221513,3.0,"Light and clean tasting rosé. Not sweet, not overly dry, just a pleasant tasting wine. Perfect for a hot day. ",Wandering Wino
1221513,3.5,"Soft, a little sweet, little dry, well balanced while gentle. Very easy to drink. ",Fred Std
1221513,3.5,Great value perfect for lunch time ,Mike Collings
1221513,3.5, lemon citrus honey peach fruit cup oak,Justina
1221513,4.0,Tastes like chicken imo ,Garry Dix
1221513,4.0,Very good value and very drinkable ,Adam Day
1221513,3.0,"For the price of €1,86/bottle it’s not bad at all, not to fruity nor to sweet. An “easy to drink” summer wine.",Johannes Nyqvist
1221513,3.0,Easy drinking light fruity style.  Ideal on a warm sunny afternoon ,Bev Allen
1221513,3.5,"Shining yellow color. Dry, very floral palate with lime and ginger undertones. Long smoky finish and very last drop of vanilla. 87pts.",ig
1221513,3.5,"Very floral on the nose, with notes of honey. Palate was angular with heavy citrus. Drank just fine.",Corey Shulman
1227946,4.0,"4,3 ⭐️  EXCELLENT!!! Very komplex wine!!! Love it. Very balanced wine with notes of dark cherry (Sauerkirsche), blackberry and oak! Well done! ",Andy Löwen
1227946,4.5,"2014 vintage is great to enjoy now 2019.10 Discovered this wine as the top wine of Taberne Ze Ze in Faro. Nose of dried red fruits, dried prunes and a hint of caramel and cacao. Full body and elegant, opens up wonderful after breathing a few minutes and continuous to improve while you eat Cataplana, a typical dish in Faro",Reto R. Andris
1227946,4.5,"Bend of Alicante Bouschet 50%, Touriga Nacional 30%, Syrah 20% from Borba, Alentejo, Portugal. Sour plum, prunes, blueberries, violet, vanilla, licorice, confiture. Bright, deep and fruity, with smooth tannins, this elegant and delicious wine is a pleasant surprise and a great finding.",Vasil B
1227946,4.0,"Elegant. To me this year could easily fight with Cartuxa Reserva. Dark fruit and chocolate. Alcohol, tannins and acidity well integrated ",Carlos Rivera
1227946,4.5,"Lovely bold Alentejo red, though smooth and well balanced. ",Jacky DC
1227946,4.0,"Rich and immediately rewarding, it's packed with ripe dark fruit, coffee, and delicious notes of liquorice. Excellent structure. Persistent finish sporting a  pleasant acidic accent and warming spice. Very well made, almost impossible to dislike.",Kamil
1227946,4.0,"A full bodied touriga  nacional and syrah , lots of black fruit , rich jammy and chocolate  taste with hints of nuts and spice . Strong tannins which are well balanced . Easy to drink even though a wapping  14.5%.",Tommy K
1227946,5.0,"My first Portugal wine. We tried several Portugal wines, they didn’t should as good character like this one. Worth trying and explore new wine.",Thanapong Thaipraneet
1227946,4.0,"Dark red wine. Intense nose with cassis, black pepper, dark chocolate, graphite, vanilla, earth. Balanced acidity, high smooth tannins, full body, spicy, fruity and earthy, long finale. Powerhouse.",Jan Schaerlaekens
1227946,4.0,"This is the living proof of the excellence of the red wines from Alantejo! Black cherry, cedar wood, hints of spice...fantastic persistence, glorious balance and a mind blowing QPR.",Mirek S
1227946,4.0,Explosive jammy aromas. Full bodied flavours of plum. Softer tannins than one usually finds in an alentjo but over all an excellent wine. Beautifully balanced. 4.0,Jack Fairbairn
1227946,4.0,"Beautiful, round, full body, no aggressive, vanilla, bit of cinnamon, very discente.",Carlos Soriano
1227946,4.0,"Has a good nose, breathable. Dark color with compact trim. With an intense palate, with a note for wood and tabaco, a very soft caramelish note, and a soft sour finishing. More complex and enjoyable then the entrance wine from the same winery. Aged 8 months in French oak, it is easy to drink but it has a strong alcohol level 14,5 it can be felt after some time.",Ricardo Vidal
1227946,4.0,"Goes down smooth and silky in the mouth, low tannins, very fruity, easy drinking",Nisha
1227946,4.0,"Full bodied, cherry notes, a little oak, some nice nuances ",Jen Watson
1153199,3.5,"3,6/5 High yet pleasant acidity, smooth and easy drinking wine. In the palate: citrus notes, especially orange and lemon. Good pairing with sushi or a white fish.",Ivan Sokolov
1153199,3.5,"Almost burgundy nose with clay, limestone, smoke, dust, stone, hints of gooseberry and maybe kumquat? Minerality, lemon, stone, bell pepper, and pear. Nice and dry! Much more structured than you’d think. ",Philipp Barrage
1153199,3.5,Nice Portuguese white wine. Easy to drink ,Anna Paula Más
1153199,3.5,"Fragrant, well-balanced, but low acidity. ",Mark Green
1153199,3.5,Fresh and easy drinking! Notes of apple and minerals with hints of honey. Good nose!,Rostislav P
1153199,3.5,"Okay white, nothing special. You can taste mostly lemon and pear.",Darija Mitrovska
1153199,3.5,"Mineral, Honey note",903
1153199,3.0,Nice surprise! Value for money,Bèrke
1153199,4.0,"hmm, perfect with BBQ and vegetable ",Vasile
1153199,4.0,"Excellent taste, good for a grilled sardines ",Bibicioiu Sorin
1153199,4.0,Fruity and light served cold,Ginger Steve
1153199,3.5,Apricot and pomelo strong yet refreshing with a crisp acidity not dissimilar to a Pinot Grigio & yet surprisingly full bodied for a white.,Neil Milliken
1153199,4.0,"Nose of peach and apricots. Palate of strawberry, red berries and a hint of red fruits. Long aftertaste, dry but refreshing wine. ",Ronald Fonteijn
1153199,4.0,Fruity and dry with lots of citrus and apple tones. Drink at the suggested temperature to enjoy best. Interesting yellow-pink color.,Christian Heerings
1153199,3.5,Citrus fruits nose; balanced; unripe pears; still citrus fruits ( shy version); medium + bodied; paired with fatty -Braga style; fried cod worked perfectly; good QPR ,Martin Maz
4369875,4.0,Very dry no fruits but With a good taste ,Paulo De Almeida
4369875,4.0,"Very good surprise from this Trás os Montes red wine, showing the potential of the region. ",João Azevedo
4369875,4.5,All with softness,António Pé-Curto
4369875,4.5,Bold and tannic. With nutty notes,Darija Mitrovska
4369875,3.5,Very dry light bodied red wine with medium strong tannins,Andreas Skylt
4369875,2.5,not that good,Karol Buczynski
4369875,4.0,"Best random Portugeezer I’ve had in a while. Deep, dark earth, chewy…yum",Mitch Bernstein
3169315,3.5,"Wines of Portugal, June 10 - wine fair - quick notes - tropical fruits and vanilla, toast, interesting. Arinto, Alvarinho and Verdelho. 30% aged for 9 months in American and French oak barrels. 13% abv.",Reynaldo Ajauskas
3169315,2.0,"Straw yellow color. Rich, potent aroma of honey, yeast and ripe stone fruits. Very nice and inviting. On the palate are rather unpleasant bitter herbs and spices, like cloves coated in lemon juice. The palate and the nose are so mismatched I blurted ""Yuck"" before I could control myself. Weird. It's also quite oaky. Hmm. And all this at $21.59? Meh..  *** I tried it during wine tasting at the local liquor store",Oleg K
3169315,3.5,Very esoteric oaky leather tannins with a distinct clove oregano spice lingering taste on palate. Not the greatest Portuguese white wine but very interesting. Would go well in a wine pairing at a ski resort ;),Alex Volokhov
3169315,3.0,"A bit far from the best portuguesh white wines despite the fact it is well balanced and cheap, it has a lack of personnality.",Xavier D.
3169315,4.0,Quite a bold one with oak and butter accompanying citrus and vanilla.,Andrey Chemagin
3169315,4.0,Crisp and powerfull,Joao Santos
3169315,4.0,Really enjoyed this fruity fragranced well balanced Alentejo white wine.,Anthony Robertson
3169315,3.0,Mineral. Soft.  Boring. Aimee mongrels and grass in nose.,Aleksey Lisenkov
3169315,3.0,Attractive and fresh,Peter Tamkin
1268175,4.0,Great wine 👌🏽,Cem Maneiras
1268175,3.5,"Not bad, but wasn't completely blown away",William Coates
1268175,3.0,Nice emblema and bottle.  Comes from a beauty and rich country Portugal. (Alentejano) 14.5% Obrigado ML  cheese   ,khun mat
1268175,4.0,"Dark red, not brilliant colour. 👃 is strong, woody, 🧱, brick, old church, some but not dominant spices. Mouth is equilibrated, spices and great acidity. ",Romeu Romeuu
1268175,4.0,"Very nice balanced Syrah, vanilla , red berries smooth and fairly soft tannins,  lot of taste , good to drink now , could be stored and hopefully develop ! I will buy more  bottles , a very good Alentejo! ",Bertil Edberg
1268175,4.0,"Raspberry, blueberry, blackberry, cherry, plum, chocolate, gouache, mint, black pepper, vanilla, tobacco, oak. Medium plus acidity, moderate plus tannins, round, velvety, spicy, elegant, bit alcoholic.",Serghei Belous
1268175,5.0,Very good wine you drink just like water,Duarte Nicolau
1268175,5.0,Spicy. Peppery. Love it,Paul Holtby
1268175,4.0,"Warm, rustic, fruit forward with blackberries and blueberries enveloping the finish. Smooth and balanced Syrah. Saúde!",Clive Herbert
1268175,4.0,Good one! Nice tannins giving a spicy feeling in the tongue. Smooth. ,Miguel Gaspar
1268175,3.5,"4th wine bought in Lisbon.. Opens up nicely, needs time to breath and it will pleasantly surprise you - medium bodied and fruity ",Tali M
1268175,4.0,Nice dry touch w notes of plum,Robert Cook
1268175,4.5,"Balanced flavour, good body and scent. Chocolate tones. ",Rui Brandão
1268175,3.5,Nice and easy Shiraz. Deep ruby colour with pleasant aroma of ripe fruits with floral undertones. On the palate fruity with good and fines tannins and touch of woody tones. All pretty well balanced and good acidity. Also fine lingering aftertaste. Just a solid Shiraz. Saúde!,Pszemo Pszemo
1268175,4.0,friends from suwon With Nokjin Lim,창환 이
1451411,4.5,"Nice. I am shocked. In wine not? Restaurant in Lisbon they serve wines form only Ermelinda Freitas winery. But, ladies and gentlemen this is top notch experience. This wine is another that I love. dark fruit tobacco Leather pepper cherry, very ripe one .... Ohhhhh if you have a chance, try it..... Cheers 😘 😘😘😘😘",Marcin Paprzycki
1451411,4.0,"I selected this wine and I am proud of my choice 😀. Tobacco and plum - at first, then some black fruits,  oak, and light chocolate.  Good full body wine ...however I prefer my Touriga 🤓",Maria Ganzha
1451411,4.0,"3.95  We missed our Ermelinda !! Enjoyed after the first Monday back at work post holiday. On the nose, black fruit and dried fruit, with vanilla notes. On the palate, more tobacco and chocolate with fruity notes. ",Tatiana Gonçalves
1451411,3.5,"Wet wood on the nose,very musky, but nice,very.Palate is syrah mainly.sandy long and enjoyable,  very well made.Congratulations to the winemaker.Unusual blend",Emifon
1451411,4.0,"Bold wine, good tannins, notes of dark red berries, oak and vanilla. Good together with some semi heavy food.",Christina da Silva
1451411,5.0,"Very nice wine, good color, amazing flavor.",Ekaterina Zavodun
1451411,5.0,Perfect!! Vanilla taste at the end👌,Hansmind
1451411,4.0,"A very nice one from the same winery😋 oak, sweet cherry, caramel, blueberry, black currant 👏🏻",Zlatomashka
1451411,4.0,"90 points - Good, 14%, nice structure and complexity, but nothing special",Pedro Silveira
1451411,4.0,"Wow! 4,2⭐ Dark and dense garnet colour. Liquorice, matured plum, blackberries and spices in nose. Blackberries, vanilla, dried fruit, plum, pepper and oak in palate. So huge capacity of oaky tannins. Full body. Very high alcohol - bit to much 14,5%. Long lasting oaky finish with pepper touch. ",Arcadio
1451411,4.0,"really nice for the price.  Stands up to heavy foods well.  Nice nose, smooth finish.  Not dry, but def not sweet either.  Lots of flavor.  Let it breathe a little...gets better.  Of course it’s 14.5%",Kent French
1451411,4.0,Concentrated nose of red fruit and hints of oak. 50% Syrah. 50% petit -Verdot. Strong integrated tannins and balanced acidity. Easy to drink. Round texture. Long finish,Carlos Lopez Jall
1451411,4.0,"Very easy drinking. However, has lots of tanins and goes well with italian or meat meals.",Michal Wodzinski
1451411,4.0,"Well, after the second bottle i had to give up and raise its rating. The food contributed to appreciate it. The aspect was impressive right at the first glass, with a deep red with tones of violet, no transparency. The acidity was evident, very pleasant and complementing the carrot spaghetti sauteed with a generous portion of milk butter and ""Canastra"" cheese. Also a salad with dried tomatoes and mozzarella sticks. The body was great, surely a gift from the Syrah, well ripened and with high levels of sugar",Alberto Tannus
1451411,4.5,It becomes increasingly better to drink (and not just because I'm more drunk). ,Helen Aivazian
3784027,4.0,"Beautiful tears, granada colour. Smells of prunes and some dried berries. The palate is very rich, lots of ripe fruits, some wood on it to lend it additional smoothness. Finish of ripe cherries and a bit of pipe tobacco. Awesome value for money.",Rodrigo Leal
3784027,4.0,Fruity and soft,Marco Pereira
3784027,4.0,solo 4 food (parmigiano) 5 vs price 4 ,Sasa Miric
3784027,4.0,"Delicious, light simple lunch wine, grapes grown at 650m",Lee Goldsmith
3784027,3.5,"Turiga Nacional, tinta Ruriz red blend from the Tras-Os-Montes region. Inky dark colored wine with some dark fruit notes, and simple soft tannins.",Sia
3784027,4.0,Best value for money!,João Arrais
3784027,3.5,"Beautiful floral aroma. Gentle mouthfeel, medium body. Fruity flavor without being sweet. Dry, dusty tannins on the finish. Elegant and fresh, great value.",Josh
3784027,4.5,Tasted at Nova in Lisbon - fab!,Julie Buck
3784027,3.5,Smooth and fresh. Optimal when chilled with fish and seafood,Nuno Gomes
3784027,3.5,Nice every day wine,John Kane
3784027,4.0,Tannins and acidity ok ,Paweł Dytry
3784027,4.0,Perfect wine for the meal. Softer but full flavour,Linda Kadlečková
3784027,4.0,Nice body and colour. Very easy on the palate.,PvB
3784027,4.0,"Easy to drink, fruity. ",Lany Sommers
3784027,4.0,Good table wine,Luiz Toledo
1921978,4.5,Wow. An extremely well structured single grape white. The nose is almost brandy like. The palate is fresh with smooth acidity and alanced minerality.  ,Nab Kas
1921978,5.0,Fruity tasting on the side of the tongue makes the taste complete. Good tanine ,C Krijgsman
1921978,4.0,"Short finish, bright berry / cherry flavors",Yon Xiao
1921978,4.0,"Pear, lime, petrol and yogurt. Extremely well made for the price. Great small producer. A blend of Gouveioa and Alvarinho.  3.9",Dr. Matthew Horkey
1921978,4.0,"Alvariño will get on my list of favourite varieties.supersilent interesting nose with pear, herbs, flowers.palate is so fresh and clean and stony and watering.top lenght with some orangeblossom and flowerhoney. Douro valley - my love",Stefan's Wein
1921978,4.0,"Great wine from north-facing slopes in the Pinhão area. produced with Alvarinho and gouveio grapes, denotes a mineral aroma with some tropical fruit. in the mouth is bulky with excellent acidity. Very gastronomic. long finish.",José Tavares
1921978,4.0,"I tasted many wines from Portugal, but I think this is my first Portugeese white. I don't know why, I guess I never had some oportunity before. And that is mistake I will have to fix, because this one was very good. And for excellent price, 7-8 Euros I think. Even though it's made partialy of Albarino, I couldn't find that typical Albarino aromas - aromatic and crispy. This one is more discreet, very clear and tasty, with dominant lime. Very enjoyable.",Tomislav Tuden
1921978,4.0,"Very well made. Elegant, refined, smooth and fresh. Drinking superbly well now. Doesn't have a lot of density but plays a very elegant trick, slightly citric and perfect Wood usage, never too present. I have some doubt on its aging potential. I have no doubts how good it is!",Joao Vasconcelos
1921978,4.0,Crisp with a great tropical nose including pineapple and mango. This is a delicious Portuguese Albariño.,Peter Baedita
1921978,4.0,Fruity. Full body,Justin X
1921978,4.0,Super similar to Albariño. Nice minerality and high acid. Would order again. ,Kevin Deeth
1921978,4.0,"2nd time proof, Golden yellow on the glass, complex on the nose, we can feel the oak and the age behind the fruit, good acidity and structure, pleasent finish.  Very good price and quality relation",Gonçalo Soares
1921978,3.5,"Wow, same performance as the red wine! And it’s organic, so no need to even second guess, drink passionately now! Fresh, perfect with tapas!",Alex Rocha
1921978,4.0,"Fresh grassy lemony aromas, round tropical fruit flavours, decent structure and balance. Nice wine",Euan Mackay
1921978,3.5,"You can really taste the same grapes that make the port. Lovely berrys, strong tannins. If you like the style this is excellent ",Mark Williams
1323947,3.5,"Savoury and rustic tannins. Flavours and aromas of dark berries, macerated berries, cloves, spice, meat, black pepper, wood, chocolate, earth. High flavour intensity, medium body, medium finish. ",Shalini Singh (Winetelegrams)
1323947,3.5,Simple and tasty,Expandildo
1323947,3.5,Matches perfectly with cod fish (bacalhau),MManile
1323947,4.0,"Dry, light & citric.",Michel Caldeira
1323947,3.5,"Beautiful bright rubi colour. Aromas of earth, quite floral, ripe red fruit - plum & cherry and some oak. Full bodied but elegant with smooth tannins, good acidity and well balanced. A good example of Dao red",Martim Amaral Neto
1323947,3.5,"Very specific. Straight, heavy, musk. Great!",Aleksey Lisenkov
1323947,3.5,Good but not great. Lacks complexity ,Gustavo Cavalcante
1323947,3.5,Nice wine from Portugal  Good moments to share with good friends  🍾🍾🍾🍾🍾🍾🍾🍾🍾,Virgilio Dominoni
1323947,4.0,"Nice ruby color. Better decanted to free floral and fruity aromas. Fresh, with good acidity, pine, livros NG tannins but Elegant, medium body. Good finish. Will age well. ",Renato M
1323947,4.0,Typical biological wine with constantly evolving palet in both aroma and taste. One of the few example of substinstance farming. Strong tannins with good potential fir keeping and evolving. So will be even better in 5-15 years. ,Mircea Bordeianu
1323947,3.5,Really nice dry wine. With cheese especially.,Tahorg
1323947,3.5,"9/15/17 Viseu, Welcome Center: Solar do Vinho do Dao, Dao regional wine tasting",Roopa T
1323947,4.0,Very nice dry finish,Helen Kozlov
1323947,4.0,Frutado encorpado com final ,Mario Duarte
1323947,4.5,"Very impressive Dao. Rich, balanced, good tannins.",Vitaly S
1136261,4.0,Orange brown hue. Pronounced nose of roasted pine nut and honey. Sweet in the palate. Additional notes of walnuts and butter. Smooth and delicious!,James Hill III
1136261,4.0,"Interesting Porto with the ageing providing delicious caramel, oak, vanilla, nuts and dried fruit, without sweetness nor alcohol being overly present.",F B
1136261,4.0,"surpreendente, fruta, especialmente Damasco, groselha e melão. longo no final. excelente.",Rubens Bordieri
1136261,4.0,"Still good taste, although it faded fast... ",Kim Strømstad
1136261,4.0,Mark says it’s worth it,Jane Friedman
1136261,4.5,"Rich, black cherry, without over-bearing sweetness like some ports can be. Very pleasant after dinner on its own or with dessert. ",Mike T
1136261,4.0,One of the best porto what I've been drinking,Emīls
1136261,4.5,"Notes of nuts, licorice,  and honey. Drinking well now with heat and length on the finish.  Excellent with cheese and dried fruit in front of a fire.",Philip C
1136261,4.0,"Even 23 years after gives Harvest, the Wine remains spectacular!",Andre Bonat Cordeiro
1136261,4.5,"Smooth, not overly sweet, had cherry notes, very good!",Danny Flores
1136261,4.5,One damn good port! Mmm,Brett
1136261,4.0,Nice soft flavour with nuts and gold amber color.,Charles M
1136261,5.0,"The best port I've ever had. Sweet, smooth, mature, and clear.",Jim Wooldridge
1136261,5.0,"I mean, come on. Maple. Pecan. Melon. Sean likes it. ",Aaron Krebs
1136261,4.5,"Lovely, gentle port. Light and mellowed well. The colour is a lighter rouge than younger ages. The port bursts with brown sugar and treacle ",Tim Gaunt
1245210,4.0,Old style with modern quality. Very good,Renato M
1245210,4.0,Excellent. Good value for money,Iulian Grigorescu
1245210,4.0,Medium body with round tannins. Initially somewhat alcoholic but as it breathes berries aromas appear,Gonzalo Ponce
1245210,4.0,Drank at Chapito Restaurant in Lisbon. Delicious wine -reminds me of a Barberra. Good fruit and minerality. ,Lauren Kolodny
1245210,3.5,"Raspberry, minerals, fruity. Excellent wine",Jens Forsell
1245210,4.5,Very nice and smooth ,Andrew Kelly
1245210,4.0,Dry and long after taste of old vines,Francisco Bacelar
1245210,3.5,Easy to drink. Good value.,Gonçalo Ferreira
1245210,4.0,"16.5/20, 90/100 (being strict, as I'm at the winery, otherwise I could give 91-92). Elegant, with light notes of farmyard (gone quickly), spices, sweet spices, black berries, smoke. Dry, medium alcohol, silky tannins, medium acidity and body. Very impressive. ",Vladimir Gloukhov
1245210,2.0,"Not so great, lack of texture and could be more rich on flavours",Hugo França
1245210,5.0,"Reminds me of italian Primitivo di Salento, but its a bit softer",Marcin Zwierko
1245210,1.0,Some VA on the nose but still nice to drink now. Cheers,Mauro António
8971,5.0,"This was a gift from my aunt in Lisbon. She held onto it many years and I'm so grateful I got to have this. Absolutely delicious! It was a golden orange and beautifully balanced. It tasted of caramelised fruits and, with a cheese platter, I was in heaven. Obrigado Tia Anabela!!",Eddy Silva
8971,4.0,"Great length, good intensity, great complexity and good balance.   4.2 stars",Wesley Eeman
8971,4.0,Tawny port which is very special.,Mark Schneider
8971,5.0,"Great, absolutely great",Jelle E
8971,4.5,"No wonders, my vintage so a good one - a wine with great freshness, nice and opulent oak touch, intense acidity delicious toffee caramel hints",Fabien Lainé
