,id,note
1271,1174337,"This is a very well produced wine from very old plants. Complex, structured and tasty wine."
1272,1174337,"Fruity, round, good acidity, medium body, long finish. It keeps getting better!!"
1273,1174337,"Never given a wine  a 5 before. Really, really  wonderful wine experience. In magnum and 15 years in the waiting. Mature, fruity, so smooth and concentrated with an incredible freshness. So, so nice."
1274,1174337,"Smooth, fruity, nice pencil oak, very juicy"
1275,1174337,"expansive mouthful of sweet tertiary flavours – spicy plum, dried fig and panforte with warm, sun-scorched earth."
1276,1174337,"Mouchão is always good, no matter wich wine you choose...just go for it!"
1277,1174337,Amazing! Perfect with fish and shrimp.
1278,1174337,Shown the complexity and 10+years of aging but still have a long way to age
1279,1174337,"Something wrong with this particular wine(year?). I am a big fan of Mouchao wines, but as Mouchao 2003 (theoretically the same wine) there is something in the aroma that stops me from drinking this one even after hours in a decanter, herbaceous, smoke from green wood!? Not sure but something completely unpleasent"
1280,1174337,Perfect portuguese so many flavours
1281,1174337,Very good wine
1282,1174337,"Basically the traditional Mouchão 2002 with the addition of being kept in the producers cellar until  its fit for optimum consumption. The usual black ripe fruit nose with balsamic,light wood and dark chocolate notes.Full palate of jam and ripe fruit,vanilla and figs,wood and almonds...balsamic. The full body gives way to a very persistent end with good acidity filling the palate.There is a trapped spirit in the bottle that makes you eat and drink more.Be very careful!!!! "
1283,1174337,"Excelente! Potente, elegante, macio, carvalho intenso no final. 🍷🍷"
1284,1260143,"From the region ""Alentejo"" , the largest wine region in the middle of Portugal and covers almost a third of the country. 🍇 Trincadeira, Aragonez, Alicante Bouschet and a       small quantity of Cabernet Sauvignon. 👁 Intense deep red color. 👃The perfect wine in this cold weather.      Dark forest fruit, vanilla, a smoky accent, tobacco       herbs and some liquorice. 👅The same elements on the palate and cedar.      A nice balance between power and elegance, acidity       and sweetness. 🎓 My score: 3,8⭐"
1285,1260143,"Lovely wine, full flavoured and a good level of tannin. Dark and mature fruits with some spice. I may have to finish the whole bottle.."
1286,1260143,"Fruit driven and well balanced red. Deep ruby in colour. Aromas of dark ripe berries, herbs, bay leaf, forrest floor. Fruity palate with lively structure, notes of blackberries, licorice, bell pepper,  leather, tobacco leaf. Tannins M, Alcohol M"
1287,1260143,"New region for me. Lovely nuances, good body and opened up nicely after half an hour. Good value. Enjoyed."
1288,1260143,All my previous comments stand. A very special wine. Enjoy this quietly on your own or in seduction mode!!😇😇🍷
1289,1260143,"Velvety, Rich, dry. Drank with kibbe. "
1290,1260143,"Nice wine,good taste of ripe red fruits doing well at red meat and old cheese"
1291,1260143,"Rounded tannins, smooth and full flavoured red fruits"
1292,1260143,Not great but ok.
1293,1260143,Great wine to drink with a good cheese 👌
1294,1260143,"For the price, a really lovely deep red - a very different aftertaste! "
1295,1260143,Expressive with cherry and plum. Long finish. 
1296,1260143,"Fruity and smooth, happy days!"
1297,1260143,"Elegant nose, with black fruits, spicy and mineral. Full bodied, acid, with strong tannins and fruity. Plum, pepper and graphite. "
1298,1260143,"Excellent Portuguese sun in a botlle. It went very well with my steak and chips, but it wiuld hold its own amongst the better gastronomy too."
1299,1149941,I’d love to buy it at that price. A wonderful bespoke wine maker. I look forward to returning to the vineyard in the future. 
1300,1149941,"Good quality stuff from the Douro valley here. Ink colored, at its core practically black juice. Voluminous nose full of mature dark cherries and milk chocolate. On the palate at first a bit aggressive but with some air to breath it smoothens out to more elegance and finer tannins. Couple more years in the cellar won't hurt though."
1301,1149941,Very good Douro
1302,1149941,"Red blend with fruit and earth nose; moderate tannins with red fruits in dry, balanced wine.  An inexpensive red to enjoy!"
1303,1149941,"Amazing smell, full body. High tannins and medium acidity and alcohol. Perfect with a pasta 🍝. Great! 4.0pts  Cheers 🍷"
1304,1149941,"4.1, high tannins, spicy & full bodied. Lovely wine"
1305,1149941,"A very pleasant wine, quite thin compared to other Douros.  Requires a time to breath before consumption.  Fruity nose, heavy on the alcohol. Soft tannins, good with cheese."
1306,1149941,"Heavy, Dark Fruits, smooth, nice, yeah."
1307,1149941,A good rough feeling. Spicy and tasty.
1308,1149941,"Delicious full bodied wine, great with our salads and fish!"
1309,1149941,"We spent couple days in their domaine last summer.. Their rooms were amazing, service incredible, in the middle of their wine yards.. They have Porto, couple reds and a rose. Educated in south France, their winemaker gives a French touch that distinguish for other douro's. Nothing special, but curious anyway."
1310,1149941,"Powerfull with notes of dark ripe fruites. Medium+ acidity, low on tannins."
1311,1149941,"Dark berries, spice, quite acidic with firm tannins."
1312,1149941,Great white wine from Douro. Portugal
1313,1149941,"Red Douro from Portugal 🍷🇵🇹  Dark bold red colour with violet shining. On the nose dark berry and much oak. On the palate a strong body - harsh tannins, dry, bold fruit in the background. Unbalanced... maybe too young for drinking... even day 2 don‘t open it."
1314,75666,"Cab from Lisboa region. Textbook Cab on the nose, medium body on the palate. Nice fruit, good length. "
1315,75666,"Rounded, balanced, rich of blackcurrants matching a light meal. Had slightly higher expectations"
1316,75666,"Not very well balanced or pleasant, although is a quality wine with nice acids and a descent fruit. Probably very good with the right food, Osso Buco."
1317,75666,"Light body, healthy fruit and acid at the end. Pepper. "
1318,75666,"Turf, mushrooms, blackberries "
1319,75666,"Nice fruit and with nice balanced acidity. Some kind of woodiness to it, like ceadar or something."
1320,75666,"Really smooth and no harsh edges. I enjoyed this with some wild boar burgers, which were rare 5 stars :)"
1321,75666,Excellent wine with blackberry and black currant aftertaste.
1322,75666,"Well balanced, smooth."
1323,75666,"....an overall good Cab, a bit light. Full of fruit, like dark plum, black currant, raspberries and a touch of chocolate. Like it! "
1324,75666,"Blue berries, liquorice,"
1325,75666,89p Fresh and lean. Interesting. Not your typical cab. Herbs and red and black currant. No new oak to me. A modern old world style. 
1326,75666,"Started in 1987 when Alice and Paulo Tavares da Silva bought the Estate. Located north of Lisboa. Sandra Tavares da Silva (dau) is winemaker. 🍇Cabernet Sauvignon. Aged 12 months in French oak. Deep ruby colour. Aromas of blackberries, oak,  licorice, chocolate, herbs 🌿 and plum. On the palate blackberries, licorice, oak, chocolate 🍫 , black currants, blueberries and plum. A fruity, little spicy and balanced wine. A med+ body with med+ tannins. A med+ acidity and a med++ 🏁. Paired ok with pasta. 3.3✨. 👍"
1327,75666,"Quite light cab, with pronounced blackcurrant on the nose, some plum and sweet licorice. Medium length."
1328,75666,"Young, fresh and juicy. Light for a cab but with dark fruit and tannins to match.   blackcurrant blackberry chocolate blueberry raspberry tobacco licorice cedar oak pepper"
1329,1906277,"Martel Tour des Vins 2021 (No. 3)  The Cortes des Cima winery is always a good choice for friends of Alentejano. The single varietal Aragonez is particularly well done. Black berries, cherries and plums, 9 months barrel aging. Very good value for money."
1330,1906277,"really fresh black fruits and berries; med light body, but still great character"
1331,1906277,"I must admit I like tempranillo (which is called here aragonez), cortes de cima and alentejo wines so... of course I liked it? (It's not always the case but it happened here.  I'm not kidding, this is probably the favorite expression of tempranillo I remember tasting. Smooth entry, large cigar box, pyrazine, wooden middle, some green freshness that ends in a  bellpepper long finish. Enough tanin to eat with. Good acidity too!!!  Would buy again and introduce to friends!!"
1332,1906277,Delicious Portuguese Red. Lots of cherry & oak. Hints of vanilla. Pretty bold but super smooth. You’ll like this one. 
1333,1906277,"Tried during wine degustation event at Martel at Bellevue (Zurich, Switzerland)"
1334,1906277,Dry sharp lots tannins red fruits red cherries 
1335,1906277,Tasted at BA wine bar Lisbon.
1336,1906277,Lovely soft oak & cherry. Make sure to respect the temperature and give it time to breath. I’m a fan.
1337,1906277,one of the best wines i ever drunk 
1338,1906277,"A pleasant red made from Aragonez also known as Tempranillo in Spain, and Tinta Roriz in the north of Portugal - a nice wine with elegant character - oak used is majority of French with little American "
1339,1906277,"Great wine, strong tannins. On the nose, leather, oak and cherry notes. On palate,  cassis, cherry, oak, vanilla and leather notes. Long finish."
1340,1906277,"Portuguese Aragonês or Spanish Tempranillo. Mas estamos em Portugal. Aquí no se habla, aqui se fala☺. So we'll call it Aragonez. Very dark ruby colour with intense already quite complex aromas of red fruits with fine nuances of toasted oak, smoke, cinnamon, nutmeg. Full-bodied on the palate with great acidity and firm vivid good tannins. Nicely multilayered lush flavours of cherry, blackberry, raspberry with gentle well integrated oak, smoke, sweet spices. Focused & well structured. Fruity-spicy aftertaste."
1341,1906277,"I think this is called Tempranillo in Spain. Deep colour, nose showing red fruit. Palate to me is pure Tempranillo, supported by good acid and gentle tannins which ensure that the tastes linger. Nice length, cleansing finish. A good food wine. Very enjoyable. "
1342,1906277,"Sampled at the excellent ‘Wines of Portugal’, Lisbon. Again, lots of red and dark fruit as ever. Chewy mouthfeel, with soft tannins that still feel a little sandy. I think this wine has excellent further ageing potential, especially given the high acidity. The wine’s let down by a short finish, but still has a great flavour. "
1343,1906277,"Deep ruby red colour, high viscosity. Very attractive nose with the aromas of forrest fruit, wood, vanilla and cacao. Elegant, fruity, smooth and long in the mouth. Good potential for ageing."
1344,1416577,"Very understated nose of black fruits, mocha and sous-bois. You just can't stop sniffing it. Well-integrated palate where the transition from the black fruit-led attack to its vanilla-oak finish is amazingly managed by its balancing acidity and booze. Masterpiece. (9.3 pts) "
1345,1416577,One of the best I’ve ever had!!!
1346,1416577,Red fruits with coffee nuances. Very well balanced. 
1347,1416577,"Dark, ruby-red color in the glass! On the nose aroma of berries, forest, with elegant notes of mocha and coffee! On the palate good freshness, evident fruit with great complexity, firm tannins and a soft, long and persistent finish! Cheers!"
1348,1416577,"Non-market wine , no. 0951/3000 , 60% touriga nacional , 35% touriga franca , 5% rufete. So balanced , black berries . Really good!🍷"
1349,1416577,Just love it...
1350,1416577,Just fantastic! Only 3.000 bottles!! 
1351,2537402,"Good taste of plums and red berries, hints of nuts and spices. Bold palate that reminds me of Tuscany wine."
1352,2537402,"A aboce average Algarve wine, a little sharp at the finish but for the price very good"
1353,2537402,Tastes better in area of origin! Had with BBQ’d steak - very good. Slight sour finish which is actually refreshing and gets you ready for another mouthful ASAP.
1354,2537402,"A decent table wine. Oak, tannins, dry but goes down nicely with your meal of choice."
1355,2537402,"Nice old world wine, balanced with a nice nutty after taste, got it from Albufeira supermarket, was delicious after dinner wine"
1356,2537402,"Creamy but acidic, petrol nose, spiced chocolate finish. Great value red."
1357,2537402,"Medium dry wine. Some tanines, some sharpness! Little over price!"
1358,2537402,Nice and tastefull
1359,2537402,"Tannins not harsh, blue fruits and a little spice... superb with chicken piri-piri which is what we had it with :-)"
1360,2537402,Wonderful wine and very reasonably priced
1361,2537402,Majority Touriga Nacional in a full bodied but smooth blend.  Full ripe red fruits with soft tannins and a long finish.  Good value again.
1362,2537402,Lovely! Well worth the purchase.
1363,2537402,"Felt a tad to acidic, flavors nice though, red fruit, oak and licorice!  Pairing with tomato based pasta or something similar would have faired better for this one! "
1364,2537402,When your on holiday all the wines taste a little better. A nice smooth red
1365,2537402,"Smooth, tannin shy. Robust body. Black fruit, blackberry. "
1366,1247055,Lovely. Dry. Fertilizer. Right up my alley. Old world.
1367,1247055,"Nice reserva, Well balanced"
1368,1247055,Very good for a Portuguese.  More balanced and less fruity than otherwise.  Which I like. 
1369,1247055,Excellent pqr. Probably most surprising wine of trip to Lisbon. Be very happy to have this again and again. Highly recommended.
1370,1247055,"Loads of fruit, berries, black and red. Florals coming through later, old American oak barrels giving roundness and soft spice. Great purple hue, low in alcohol."
1371,1247055,"Drank in Mark Jordan, superb"
1372,1247055,"Good blend of touriga nacional and cab sav. When just opened the wine was red druit dominated and a must say lacking body. A watery finish. Second glass was way better. More herbal, leather and compost. Nice tannin and a pleasant drink"
1373,1247055,"Impressive beginning. There is a pear in nose. Really hardcore and impressive beginning with lots of sharp angles (as it should be in touriga). And then..... Full body, regular finish without impressions"
1374,1247055,"Good flavors and aromas of fruit (black fruit and red fruit). Lots of oak notes. Ruby / violet color. Full-bodied, medium dry.  In terms of smell and taste, it is a pleasant red, for those who enjoy oaked  wine style (which is not really my case. I didn't apreciated very much).        Contains sulfites."
1375,1247055,Packed full of dark loveliness...try with Lindt dark chocolate with a touch of salt to pull out the cherry from the blackcurrant. Lovely! Give it some air before you drink it to open it up. Really benefits...
1376,1247055,"A beautiful dark red which needs time to breath, very aromatic on the nose and smooth on the pallet , chocolatey notes with smooth yet resounding tannins . When you drink your first sip you know your in for something special "
1377,1247055,"Medium concentation, earthy"
1378,1247055,Dark fruit sweet spices smooth tannins earthy bitter finish
1379,1247055,Fruity-red and black-like grenadine. Slight sweet spice. Balanced with a beautiful purple hue 
1380,1247055,Hich acid and not any main body. Went well with a creamy sauce though
1381,80040,"92 Aroma had dried fruit, vanilla and chocolate. Over the palate came raisins, dates, vanilla, prunes, chocolate, cocoa and figs. Medium minus acidity, medium minis tannins and sweet. Happy holidays everyone 🌲 "
1382,80040,"Bright tawny with orange flecks, there are whacks of dried fruit and sultanas on the nose, with hints of bitter chocolate and Christmas pudding. The palate is sweet but balanced with a lovely acidity. A fascinating multilayered wine, with the oxidization bringing out maple syrup flavours, coupled with leather and cigar box aromas wrapped around rich dried fruit. Complex, captivating and holding up beautifully."
1383,80040,"97p The only thing that disturbs me is a faint hint of wet dog that comes and goes. Otherwise this is almost a spiritual experience.  The aromas are so integrated and complex that is hard to put a name on. Quince marmalade, mint, herbal notes. So concentrated and intense with a very very long finish. "
1384,80040,"This has definitely matured incredibly well. Tawny coloured with brown tint. The nose is incredible with dried fruit, raisins, fruitcake, bitter dark chocolate, licorice, leather, baking spices... the list goes on. The incredible complexity extends to the palate with all the above plus cloves, allspice, rich coffee, black cherries, stewed plum and marzipan. One of the oldest ports I have tried and easily one of the best. "
1385,80040,"My oldest port to date and what a joy! Such an unexpected palate of dark chocolate, cocoa, coffee, tobacco, leather and foggy pruney fruit, with a lingering warm spice to the finish. Not overly sweet but incredibly moreish. Wow. Incredible."
1386,80040,"X-mas spices, prune, fig and flowers, wood and vanilla. Wonderful sweet nectar!  Rounded yet fresh with minerals, vanilla, plum and fig. Very elegant and caressing, fine and dainty. Has depth, dark spices and nice fruit. Yes, this is great! 94"
1387,80040,Great combo of fruity and subtle peppery notes. Amazed at how it has kept its colour. 
1388,80040,"Pale tawny in the glass with very green and herbal notes of dried and slightly burned sprigs, brown sugar, thyme and basil. Light+ body and a short finish. Quite unusual taste for a port. Cheers! 🍷"
1389,80040,1960 was a very hot summer and so you’ve got a smooth very spicy with a very long finish port wine. It has characteristics of prunes apricots hint of spice on the nose and interestingly enough lots of roses. It is dark in colour for this age with a hint of brown I would suggest that it is very good with hard cheeses.
1390,80040,"Low alcohol, beautifully thin, hint of brandy and didn't dissapoint."
1391,80040,Very ultimately nice
1392,80040,Smooth and delicious
1393,80040,Rummaged through some boxes in my cellar last night and came across a mixed case of old ports. I guess it's kind of obvious what my birthyear is 😄
1394,80040,"From a winery founded in 1588, this Vintage Port is sensational. Elegant and balanced with notes of dark cherry, prune, balsamic, eucalyptus, and dried figs. A whiff of fallen leaves tingles the nose. A voluptuous, sensual feel caresses the mouth. Paired with Gouda cheese last night. Yup, I drank this very young and it will be at a good age in 5-8 years and will last for 30. But (1) this is a super vintage year, and (2) I’m a geezer who can’t wait!"
1395,80040,"Typically for 2003 this is a voluptuous port, relatively forward for its age. Dense, with black cherry, prune, fig and mocha. The palate is smooth and spicy, rapidly developing more savoury tobacco, tar, anise. It is not overly sweet or acidic. It doesn’t have the magical combination of intensity and complexity that characterise the best vintage ports, and like many 2003s I wouldn’t keep it indefinitely. I’m not sure it will improve; it is great to drink now. 4*+. "
1396,1323370,More fruity and elegant than I expected. 
1397,1323370,Dry fruity blue berries
1398,1323370,Jam in the nose and mouth. An aged wine but still drinkable. 
1399,5844814,"Young as a baby 👶, it has great potential for growth. Fascinating aroma, very light, fresh and clear first sip. Long long lasting aftertaste.🇵🇹🍇🍇🍇"
1400,5844814,Balanced bouquet complex of flavours and smooth on tasting great wine for tapas
1401,5844814,"Young, but already stunning. "
1402,5844814,"Lovely super-oaky wine with a strong hint of leather. Full bodied with mellow tannins, hints of plums and cherries. Long finish a variety of flavors"
1403,5844814,"This is A wine. Complex. Strong, bold, intense but elegant. "
1404,5844814,"(92/100) For sure the best of this Quinta that has only 6.5 Ha.  🍇 100% Touriga Nacional   ⏰ Aged on French and American Oak  👃 Medium intensity of red and black fruit, wood, leather   👅Very complex and deep. All the elements go along perfectly. Robust tannins and very long finish."
1405,5844814,"Dark grenade color, high concentrated and even opaque, Great aromatic complexity, prevailing  the forest black fruit and the tobacco notes. In the mouth it is full bodied,with great structure and with an impressive liveliness. Long aftertaste. Accompanied very well sorted strong cheeses. "
1406,5844814,It’s an elegant and well balanced wine. Red an black berries in the nose. We had with grilled octopus and it was a perfect match!
1407,5844814,A brilhante full bodied wine! Fruity aroma and perfect dryness.
1408,5844814,Mediumbodied with elegance 
1409,5844814,Frutado encorpado e com final 
1410,5844814,"100% Touriga nacionale, high acidity. Black fruits"
1411,5844814,"Minerals, fruits, herbs, value. 87"
1412,5844814,Evento: Vinhos de Portugal 2018. Casashopping.
1413,5844814,Delicate orange aftertaste with vanilla aroma
1414,1143701,Super Light. Easy to drink. 
1415,1143701,"Very lovely red Light bodied, full of flavour Ideal for a relaxing afternoon in the sun."
1416,1143701,"Blackberry, leather, oak, earthy. Vintage 2017. Grapes: touriga nacional, touriga franca, tinta roriz. Region: porto, portugal. "
1417,1143701,A favorite of mine. 
1418,1143701,Exactly what we've come to expect from Kopke. Very good stuff. Balanced and fresh; red fruit and violet.
1419,1143701,"Winery mostly famous for its port wine.  Met body, relatively high acidity, dark fruits or even berries, slight smokiness. Soft tannins, easy to drink, short finish. Ok table red. "
1420,1143701,Fresh and young red from Douro. Great for summer bbq and homemade pizzas. Unfortunately I won’t look for it at my liquor store. 
1421,1143701,"Raspberry, black plum, leather, musty cigar box, and blackberry nose. Medium+ tannins. Medium+ acidity. Medium body. Blackberry, violet, plum, iron, and leather. Fresh black fruits and Douro oak aging blend together to make this classy Douro red. 3.6⭐️"
1422,1143701,"Crimson in color with a reddish pink rim. Nose of black cherry, black raspberry, boysenberry, and some ripe plums. Medium acidity medium tannins. This is aged for a year in oak, mostly large barrels that are neutral as there isn't much oak influence on the body. Ripe black fruit, bramble, plums, and boysenberry. Not overly complex. Some Earth and wet stone notes. "
1423,1143701,Really pleasant Portuguese red from a house that is mainly known for their Port. Red as red should be in my opinion 
1424,1143701,"Good wine, good on tannins and definitely noticed some leather and pepper notes. Dry, a very typical Douro wine, in the positive sense 👍🏼"
1425,1143701,"Very good price performance, long finish"
1426,1143701,plum violet blood orange grapefruits bread yeast 
1427,1143701,"(85/100) Red from Douro, smooth profile, with medium acidity and intensity. Good pairing for tapas."
1428,1143701,"Dark, nose briefly fruity then gone, lots of young tannins, some acidity, high alcohol content."
1429,3495737,Hartwall tasting days
1430,3495737,Vinhos de Portugal @ CasaShopping 02jun2019
1431,3495737,"Very fresh almost crisp mouthfeel, a bit of acidity also there, even if has been in oak it's notable only a bit on the nose. Overall an enoyable Portuguese Chardonnay"
1432,3495737,Yeasty taste. Disappointing bread yeast 
1433,3495737,Weak...a lor of fruit but no body
1434,3495737,I thought this had enough body to balance the fruit. We liked it although a bit on the sweet side for my palate. 
1435,3495737,Paind and straight chard. nothing special about ir
1436,3495737,Very fruity complex with good acidity...high in alcool. Colour of sunshine
1437,3495737,"My rating is 3,5"
1438,3495737,Mineraly and fresh. 
1439,3495737,"Tasty, nothing much to tell about"
1440,3495737,"Frutado, excelente para os frutos do mar."
1441,3495737,Portugiese surprise! Very nice Chardonnay for an unbeatable price.
1442,1413287,"Dark chocolate, oak, blackcurrant, juniper."
1443,1413287,Rich in flavor. The aroma caught me off guard and led me to pure happiness 
1444,1413287,"This wine was made from Touriga  Nacional,Touriga Franca, Tinta Roriz-Sousao and Tinta Amarela  wineyards from our best plots located in Meda Region,in the Douro Superior at about 450 meters high, Intense red color.Very fresch and fruity with notes of berries,black cherries and spices on the nose.Very concentred whith a good acidity, soft tannins,long and persistent finish on the palate.  Ageing :14 months in French of barreals."
1445,1413287,"Medium bodied wine with taste of black fruit, cherry and coffee. Enjoyable and very easy drinking wine. "
1446,1413287,Nice sample from Douro.... Easy drinking and well balanced. 👍🍷🍷
1447,1413287,Excellent and smooth. It's a must for the price
1448,1413287,"An ever reliable Portuguese red. Plummy dark body and blackcurrant nose, leading to a savoury palette hinting at coffee and mocca. Decent medium+ acidity, subtle tannins and a present medium alcohol (13.5%). A longer finish would take this to a really next level wine, but amazing value form drinkportuguesewines - yes please!"
1449,1413287,Average white from Douro. Not overly impressed. 
1450,1413287,"Light tannins, black cherry and a dark red colour. Had it in Lisbon and bought two to take home 😍"
1451,1413287,"Very nice wine, dry and good body!"
1452,1413287,"Soft taste, love it"
1453,1413287,"Fruit, light, soft. Nice in a warm day."
1454,1413287,Typical Duoro flavors and smell in this one. However quite flat and without thrill. Okayish.
1455,1413287,"Spicy, red fruits"
1456,1413287,"Very good wine. Much better after decanting. Very round, velvet with ripe red fruits aftertaste. It proved me another time that with Portuguese red wines you better take more old one (reservas)"
1457,1368836,"4.2, Full bodied, dense and thick which makes it quite opaque in the glass. Looks almost unfiltered. It reminds me of the Saperavi from Gitana, it feels like biting into the grapes. It treats your 👅 with hints of Black currant and dark chocolate. On the 👃 it's chamomile. Delicious!"
1458,1368836,"Super smooth, well integragrated tannins, little chocolate, nice solo"
1459,1368836,"Forgot about this one, unearthed it when reorganizing the wine fridge… What a discovery! ☺️😋  Nose with moist, fertile undergrowth, kirsch, black currant, prune, mokka and integrated oak followed by a very intense, powerful palate with perfect acidity, dry, constructive, bite size tannins, black cherry, black prune and black tea. Delicious, and for less than 20€ 😎! 4.4"
1460,1368836,Boa acidez. Final interessante.
1461,1368836,"Deep colour. Heavy syrupy flavours. Too much in this Algarve heat. Also tastes slightly corky - in a good way, not corked. As if it were a more mature red. Probably not been stored well."
1462,1368836,"Dry, and oaky, great full flavor wine. Great with red meat and stong cheese."
1463,1368836,Let it breathe for a few minutes before drinking to get the best out of this wine.
1464,1368836, Very good wine I enjoyed it in his bold taste with traces of so e oak vanilla and maybe dark chocolate...It is really excellent and I recommend it 
1465,1368836,Flattish and slightly burning  Some good taste under that but overall disappointing 
1466,1368836,Great wine from the south of Portugal.  A good safe buy at the price.
1467,1368836,A well worn sofa. Vanilla chocolate notes and a cookie finish. High alchohol and surprisingly low acidity. I'll be on the look out for more Herdade do Pombal.
1468,1368836,"Nice light flavour easy to drink, smooth."
1469,69734,Wowza had this sitting in the house for a few years and just gave it an airing. Sumptuous wine earthy notes but velvety smooth dark fruit. Can’t see how anyone could dislike a portugese triumph 
1470,69734,"🍷 In the glass, bloodstone ruby red   👃 In the sniffy sniff, earthy and ashy with summer fruits and notes of festive spices, cherries, red currents and mince pies with traces of oak   👅 In the mouth, very spicy with tonnes of dried fruits and packed with tannns... Blueberries, currents, raisins and glacier cherries, with licorice, star anise and oak   🥂 This port is totally outstanding, but feels just a tad unbalanced... It may be better if opened in another year or two..."
1471,69734,"Terra Feita 2001 from Taylor. A real treat! Sumptuous wine, loaded with fig, dates, sweet earth and beautiful rich extract of spice, grape jam and compote.   Lasted  (unfortunately) 2 days. A note to self: order a case!  Happy Christmas Hannukah and new year everyone!"
1472,69734,"Opened w. Steve Standbridge a couple of weeks ago & still going strong, a SQVP from the Pinhão Valley.  Deep ruby. Pronounced aroma intensity w. black cherry jam, prune, baked blackcurrant, crème de mure & violet. Black pepper, kirsch & dried dark flowers. Developing w. a slightly hot spirity note & chilli pepper.  Sweet. Rich, soft & floral. Perfumed violet, black cherry, crème de violette, damson jam & blackberry cream. High alc, full body, m+ acid, m(-) tannins & a touch of chocolate on the m+ finish."
1473,69734,"Rich port, great deep rich fruits and silky tannins."
1474,69734,Great QPR for a single quinta vintage port. Not from a declared vintage year so a great way to get to taste the dense dark opulent blackberry & cassis fruit you only get in true vintage port but without breaking the bank!  At 18 years old still has plenty of longevity & drinking beautifully now.  Be warned this stunning port throws a heck of a lot of sediment & requires careful decanting.
1475,69734,"Apologies for the short notes.  Found this, like the Vargelles 2004, to be quite hot on the alcohol for a wine of this age and status. Raisin and ripe red fruit flavours abound, and, like it's younger brother, lacks tertiary character."
1476,69734,"Its hard to believe that this fruit is 17 years since harvest - it’s massively intense with a muscular and indulgent character.  Masses of dried figs and sticky burnt sugar coat the mulberry and damson fruit beautifully.  Opulent and concentrated but not tame - this is quite a wild, brash glass of port wearing it’s gritty, sweet earthy tannins on it’s sleeve.  The alcohol was a little off-kilter on day one, but after mellowing in a decanter overnight it’s now more in tune with the spice and fruit. 4.2⭐️ 👏"
1477,69734,"For 18 months this scan has been hiding on Vivino waiting for me to rediscover it. Today I did thanks to a review of a different Taylor's Port. This was served by @[1|6118632|Andy B] at the end of an excellent evening and his TN (which I've just read) is much more useful than my scribbled note which is - Very deep dark purple. Gorgeous nose  of violets, liqourice, prune & Xmas cake. Full body, long slightly spicy finish. Still a baby, very fresh. 4⭐"
1478,69734,"Bought this for my Brothers Birthday after a bit of guidance from the staff at Majestic. Deep dark fruit flavours like plums, damsons, raisons and black cherries...perfect with mature cheeses and a bit of blue smelly Stilton. Seriously full in flavour, very jammy, very intense, very more-ish. Not a bad gift if I don’t say so myself 😀"
1479,69734,"Classic and very good now. But, will probably get much better if hold for the future"
1480,69734,"Those Chocolate candies with the booze injected inside. Rum? And whisky, too. And caramel.  After awhile I realised there was very little fruit in this one. A bit one dimensional, but tasty for the sweet tooth. "
1481,69734,"Dark purplish-red, powerful dark fruit nose with earthy and smoky notes, tannin-rich mouthful of fruit flavours giving way to dark chocolate and fig during the prolonged finish. More structured than the Vargellas SQVP, but opens nicely and well worth trying."
1482,69734,"Did not impress me. Seemed too closed to make a real impression. Lack of power, especially in the taste, which disappeared almost before it even began."
1483,69734,"Nice, smooth, mature - a bit too much alcohol in the finish"
1484,2027016,Wet stone fruit aromas of figs and apricots with caramel notes. Highly sophisticated and complex on the nose! Very high quality and rich
1485,2027016,"Flowers, ripe yellow fruits&minerals in intense aroma. Palate is full of ripe fruits&grapefruit bitterness. Oily, high acidity, nice minerality (chalky like)."
1486,2027016,"It’s very rare to find Rhein Riesling in Portugal and for that I was surprised to find this wine in Trás-os-Montes (Northeast). Freshness, disconcerting acidity and complexity. Very good wine by one of the restless winemaker, Mr. Dirk Niepoort. "
1487,2027016,Elegance in great form
1488,2027016,Thank you master Peter! Bomb!
1489,2027016,"Portuguese blend in old Coche barrels. Nice wine but too expensive in my opinion . Misses some crispy, mineral touch with malolactic finish, which is often the case with white wines in the south"
1490,2027016,"Mineral, dry, Good acidity, long finish"
1491,2027016,Clean white wine from Northern Portugal. Grapes grow at altitude on north facing slopes. Excellent with white fish.
1492,2027016,"Citrine colour and crystal clear, has  a strong mineral character which gives it freshness along with stone fruit notes and orange zests. The wood toast is discrete, awesome in the mouth, has volume and reveals a salty and mineral side. Very elegant and has a long finish with good citric notes. It is foreseen a great  ageing potential."
1493,2027016,"The ""docil"" means sweet. Really not my type of wine..."
1494,2027016,"One of my favourite finds during a tour of Portugal, recommended by the sommelier at Alma in Lisboa. Not often you find such a good expression of this style outside of Germany. "
1495,2027016,"With a label clearly stating the family membership of niepoort the Redoma presents itself in a golden color - the bouquet is composed of mineral tones, peaches and peas after some time in the glass showing incredible power - on the palate this totally dry white shows power, comprehensiveness, intensity harmonizing perfectly with the refreshing acidity; a persistent finish, creamy and smooth finally sets the last exclamation mark ..."
1496,2027016,"Nice wine, perfect match to fondue;) a smooth and strong wine, perhaps reached the peak, wood, ripe yellow fruit and nice minerals. Not much to add, will  try to get another vintage to compare as price value is pretty sweet "
1497,2027016,"Fruity, oaky. It went very well with seafood (squid stew)"
1498,2027016,"Super fresh, green apple, full of acid. "
